Title,Price,Link
Corsair HX850 80+Platinum New Unused Refurb,$100,https://newyork.craigslist.org/que/sop/d/rego-park-corsair-hx850-80platinum-new/7440609927.html
Cisco 831 100Mbps 4-Port 10-100 Wired Router,$10,https://newyork.craigslist.org/mnh/sop/d/brooklyn-cisco-mbps-port-wired-router/7439328992.html
PCI Printer Adapter,$10,https://newyork.craigslist.org/brk/sop/d/woodhaven-pci-printer-adapter/7439328283.html
Rosewill 700W Power Supply,$75,https://newyork.craigslist.org/mnh/sop/d/woodhaven-rosewill-700w-power-supply/7439327995.html
4GB ECC DDR2 Server Memory,$29,https://newyork.craigslist.org/mnh/sop/d/woodhaven-4gb-ecc-ddr2-server-memory/7439328429.html
"ViewSonic 24” 1080p Frameless IPS Monitor with HDMI, DP and VGA",$150,https://newyork.craigslist.org/mnh/sop/d/new-york-viewsonic-frameless-ips/7445514927.html
Adobe Photoshop 2022PC 2021 Mac,$20,https://newyork.craigslist.org/que/sop/d/astoria-adobe-photoshop-2022pc-2021-mac/7445512412.html
Samsung S24E650PL 23.6” 16:9 IPS Monitor,$200,https://newyork.craigslist.org/mnh/sop/d/new-york-samsung-s24e650pl-ips-monitor/7445510449.html
APPLE AIRPORT EXTREME and AIRPORT EXPRESS,$225,https://newyork.craigslist.org/lgi/sop/d/apple-airport-extreme-and-airport/7442690268.html
Solidworks 2022 - Fl Studio 12 - Final Draft 12,,https://newyork.craigslist.org/mnh/sop/d/new-york-solidworks-fl-studio-12-final/7445487547.html
Computer Speakers,$5,https://newyork.craigslist.org/brk/sop/d/brooklyn-computer-speakers/7438956611.html
16 inch Macbook Pro (2011) barely functional,$200,https://newyork.craigslist.org/brk/sop/d/brooklyn-16-inch-macbook-pro-2011/7445505188.html
Microsoft Comfort Optical Mouse 3000,$40,https://newyork.craigslist.org/brk/sop/d/brooklyn-microsoft-comfort-optical/7436708475.html
Apple Personal LaserWriter LS Printer - IN BOX - Vintage,$100,https://newyork.craigslist.org/lgi/sop/d/port-jefferson-apple-personal/7435664412.html
Vintage SupraExpress 144 Plus for Mac,$35,https://newyork.craigslist.org/lgi/sop/d/port-jefferson-vintage-supraexpress-144/7435663404.html
GLOBAL VILLAGE TELEPORT GOLD II PL510 FAX/MODEM - Japanese Version,$25,https://newyork.craigslist.org/lgi/sop/d/port-jefferson-global-village-teleport/7435663280.html
monitor 20 inch,$13,https://newyork.craigslist.org/lgi/sop/d/lynbrook-monitor-20-inch/7445503078.html
8GB Ram 1 x8GB Kingston High Ram 1 stick,$10,https://newyork.craigslist.org/fct/sop/d/greenwich-8gb-ram-x8gb-kingston-high/7445502687.html
DUAL PORTABLE DVD PLAYER,$60,https://newyork.craigslist.org/brx/sop/d/dual-portable-dvd-player/7441169898.html
DUAL PORTABLE DVD PLAYER,$60,https://newyork.craigslist.org/brx/sop/d/dual-portable-dvd-player/7440291724.html
Netgear GS108 8-Port Gigabit Unmanaged Switch - Works well,$20,https://newyork.craigslist.org/brk/sop/d/brooklyn-netgear-gs108-port-gigabit/7435720563.html
Netgear GS108 8-Port Gigabit Unmanaged Switch - Works well,$20,https://newyork.craigslist.org/brk/sop/d/brooklyn-netgear-gs108-port-gigabit/7435372217.html
DELL COMPUTER MONITOR,$40,https://newyork.craigslist.org/brx/sop/d/bronx-dell-computer-monitor/7440274465.html
DELL COMPUTER MONITOR,$40,https://newyork.craigslist.org/brx/sop/d/bronx-dell-computer-monitor/7440275259.html
HP Premium Glossy Photo Paper  13” x 19” (complete new) product of Swi,$29,https://newyork.craigslist.org/que/sop/d/forest-hills-hp-premium-glossy-photo/7445498478.html
J5 Create USB 4K Ultra HD Webcam Never Used,$100,https://newyork.craigslist.org/mnh/sop/d/new-york-j5-create-usb-4k-ultra-hd/7444137694.html
#101 COMPUTER MONITOR,$60,https://newyork.craigslist.org/brx/sop/d/bronx-101-computer-monitor/7443681750.html
WRITING TABLET,$15,https://newyork.craigslist.org/brx/sop/d/bronx-writing-tablet/7441581159.html
Laptop Desk for Bed,$30,https://newyork.craigslist.org/que/sop/d/brooklyn-laptop-desk-for-bed/7443580997.html
3 Dell Computer Keyboards - All NEW,$25,https://newyork.craigslist.org/wch/sop/d/somers-dell-computer-keyboards-all-new/7433225236.html
Thermal Label Printer,$100,https://newyork.craigslist.org/que/sop/d/brooklyn-thermal-label-printer/7442044430.html
Label Printer,$100,https://newyork.craigslist.org/que/sop/d/brooklyn-label-printer/7443584067.html
New PNY 256GB Turbo Attache 4 USB 3.0 Flash Drive,$30,https://newyork.craigslist.org/jsy/sop/d/jersey-city-new-pny-256gb-turbo-attache/7442800888.html
Adobe 2022 PC Microsoft Office2021 Music Software Programs,$0,https://newyork.craigslist.org/mnh/sop/d/new-york-adobe-2022-pc-microsoft/7439514169.html
"Logitech G602 Mouse, M720, Evoluent VM4R VerticalMouse 4 Right Hand",$100,https://newyork.craigslist.org/brk/sop/d/brooklyn-logitech-g602-mouse-m720/7436936170.html
Official Apple 61W usb-c charger with sealed 2m official cable,$40,https://newyork.craigslist.org/brk/sop/d/brooklyn-official-apple-61w-usb-charger/7436936063.html
"65w HP & Lenovo Usb-C charger, Sealed",$30,https://newyork.craigslist.org/brk/sop/d/brooklyn-65w-hp-lenovo-usb-charger/7436935998.html
Photoshop 2022 Mac/PC,$20,https://newyork.craigslist.org/brk/sop/d/brooklyn-photoshop-2022-mac-pc/7439513357.html
MacBook Pro 13 inch Empty Box,$20,https://newyork.craigslist.org/mnh/sop/d/new-york-macbook-pro-13-inch-empty-box/7440138882.html
CPU Heatsink & Fan,$40,https://newyork.craigslist.org/mnh/sop/d/new-york-cpu-heatsink-fan/7443698124.html
